sample_id,task_id,task_name,language,prompt_level,llm,repetition,loc,avg_cc,mi,code_smells,acs
S0374,T05,Shopping cart,java,P1,gpt-4o,4,67,2.059762261411257,53.04137988230319,28,2.586374802086791
S0375,T05,Shopping cart,java,P1,gpt-4o,5,77,1.8300899042380436,56.33512303085133,25,1.8380499032399953
S0376,T05,Shopping cart,java,P1,claude-3.5-sonnet,1,85,2.472788427725942,48.22455571960139,28,1.768149175133656
S0377,T05,Shopping cart,java,P1,claude-3.5-sonnet,2,87,2.634091117924868,48.4710455523762,25,2.3618118115572555
S0378,T05,Shopping cart,java,P1,claude-3.5-sonnet,3,60,2.1549001187164527,50.534496074841435,27,2.4690743003328883
S0379,T05,Shopping cart,java,P1,claude-3.5-sonnet,4,81,1.9646303248686665,49.449020230809424,28,2.3917149989668545
S0380,T05,Shopping cart,java,P1,claude-3.5-sonnet,5,84,2.2037754226519777,54.03341320734134,25,2.3290345336589473
S0381,T05,Shopping cart,java,P2,gpt-4o,1,116,1.988670234877002,50.53377179799746,0,4.200756555591018
S0382,T05,Shopping cart,java,P2,gpt-4o,2,133,1.5650515443066053,49.03175252537437,0,4.454039955390684
S0383,T05,Shopping cart,java,P2,gpt-4o,3,137,1.0,44.192475490405954,2,5.058836170398276
S0384,T05,Shopping cart,java,P2,gpt-4o,4,160,1.8344766926440703,46.907361181025216,0,4.332371334945889
S0385,T05,Shopping cart,java,P2,gpt-4o,5,153,1.259945061142684,51.15339009660276,1,5.919993047984655
S0386,T05,Shopping cart,java,P2,claude-3.5-sonnet,1,157,1.6639489977393935,49.341421483356044,0,4.555248959342312
S0387,T05,Shopping cart,java,P2,claude-3.5-sonnet,2,125,1.176898831618619,48.17222008655132,0,5.609760675489352
S0388,T05,Shopping cart,java,P2,claude-3.5-sonnet,3,152,1.5569386878856473,54.13028896522855,0,5.554029611126762
S0389,T05,Shopping cart,java,P2,claude-3.5-sonnet,4,147,1.0,43.455500794701294,0,4.807209679257018
S0390,T05,Shopping cart,java,P2,claude-3.5-sonnet,5,156,2.731660159195898,47.70849981748912,2,5.265288307630722
S0391,T05,Shopping cart,java,P3,gpt-4o,1,213,1.0,45.23111747533326,1,6.46182485372246
S0392,T05,Shopping cart,java,P3,gpt-4o,2,210,1.0,46.1513204056569,1,6.5475049021389555
S0393,T05,Shopping cart,java,P3,gpt-4o,3,188,2.1499461698304736,47.82418285799744,0,5.591053057819327
S0394,T05,Shopping cart,java,P3,gpt-4o,4,212,1.5459428324210642,46.033258056188615,0,5.686008758468641
S0395,T05,Shopping cart,java,P3,gpt-4o,5,219,2.4807681527001555,46.200134191923404,0,6.040496217748867
S0396,T05,Shopping cart,java,P3,claude-3.5-sonnet,1,189,1.0,50.59929457703769,0,5.763380559087206
S0397,T05,Shopping cart,java,P3,claude-3.5-sonnet,2,240,1.8949629881901278,50.98016568875513,2,5.244840790923599
S0398,T05,Shopping cart,java,P3,claude-3.5-sonnet,3,222,1.0,53.39078409982382,1,6.377320341970288
S0399,T05,Shopping cart,java,P3,claude-3.5-sonnet,4,211,1.3777923086372592,50.892382548623935,2,6.526044559015456
S0400,T05,Shopping cart,java,P3,claude-3.5-sonnet,5,215,1.0,46.43071259782642,2,6.26736391729466
S0441,T06,Task scheduler,java,P0,gpt-4o,1,45,3.4784428038501245,63.11101938188489,12,2.3686490075749655
S0442,T06,Task scheduler,java,P0,gpt-4o,2,38,3.6008598033878156,54.95546966873305,12,0.44116876459105026
S0443,T06,Task scheduler,java,P0,gpt-4o,3,42,2.976552408586043,55.118909859920166,13,0.4768442751947169
S0444,T06,Task scheduler,java,P0,gpt-4o,4,49,2.8976823317760223,59.21443495049698,13,0.39786710662624736
S0445,T06,Task scheduler,java,P0,gpt-4o,5,48,2.9822466766784657,54.09284656486477,12,0.8657628727112496
S0446,T06,Task scheduler,java,P0,claude-3.5-sonnet,1,51,3.1729221552995965,58.77754964251193,13,0.7486895581557713
S0447,T06,Task scheduler,java,P0,claude-3.5-sonnet,2,49,2.3481430195182305,56.735651373277605,12,1.430451094803837
S0448,T06,Task scheduler,java,P0,claude-3.5-sonnet,3,46,2.637020544741086,58.58351477245408,12,1.2999403800540437
S0449,T06,Task scheduler,java,P0,claude-3.5-sonnet,4,42,3.152252213241821,59.61517352975218,13,1.7863911400289134
S0450,T06,Task scheduler,java,P0,claude-3.5-sonnet,5,43,3.7737403944922354,58.319270760534366,12,0.9735861713789912
S0451,T06,Task scheduler,java,P1,gpt-4o,1,85,2.2166149867284526,55.533301157613494,29,1.1202585732267905
S0452,T06,Task scheduler,java,P1,gpt-4o,2,74,2.1468170520475476,50.88440291593093,29,1.7839886854649252
S0453,T06,Task scheduler,java,P1,gpt-4o,3,83,2.351499264032258,52.16043554668455,29,2.440472426760868
S0454,T06,Task scheduler,java,P1,gpt-4o,4,76,1.7185331405959285,50.17761106242492,27,1.2946177628898161
S0455,T06,Task scheduler,java,P1,gpt-4o,5,82,2.0599117718474766,56.30973429105024,27,1.081242612150113
S0456,T06,Task scheduler,java,P1,claude-3.5-sonnet,1,82,2.1928836951672466,49.16257145858231,27,3.3612250624243494
S0457,T06,Task scheduler,java,P1,claude-3.5-sonnet,2,75,2.7226289232291254,51.351170075618406,28,3.8075262737163516
S0458,T06,Task scheduler,java,P1,claude-3.5-sonnet,3,88,2.045787341883024,43.21007096979032,27,3.560536934015142
S0459,T06,Task scheduler,java,P1,claude-3.5-sonnet,4,77,1.95307466576486,46.20332838484947,25,3.047774735100854
S0460,T06,Task scheduler,java,P1,claude-3.5-sonnet,5,90,2.6403411924244318,51.0677155205122,27,2.1998791729456357
S0461,T06,Task scheduler,java,P2,gpt-4o,1,149,1.0530984389756377,53.84876675878347,1,5.316422610786593
S0462,T06,Task scheduler,java,P2,gpt-4o,2,144,1.9496375534534451,49.25631301983526,0,5.062299195328419
S0463,T06,Task scheduler,java,P2,gpt-4o,3,157,1.0903863868407457,44.98303982353193,0,6.292851028876827
S0464,T06,Task scheduler,java,P2,gpt-4o,4,167,1.3376972744525464,45.55915851830213,2,4.642979910314253
S0465,T06,Task scheduler,java,P2,gpt-4o,5,156,1.1279412265906477,48.780368652852,0,7.020150186222439
S0466,T06,Task scheduler,java,P2,claude-3.5-sonnet,1,151,1.2174189170192165,47.01551853536511,0,5.798808224700396
S0467,T06,Task scheduler,java,P2,claude-3.5-sonnet,2,147,1.2795816667146895,47.34200657420876,0,5.501975484725755
S0468,T06,Task scheduler,java,P2,claude-3.5-sonnet,3,142,1.6634087891652238,45.561678788569616,2,6.203405156626424
S0469,T06,Task scheduler,java,P2,claude-3.5-sonnet,4,141,1.0,49.65820405511945,1,5.910756923425001
S0470,T06,Task scheduler,java,P2,claude-3.5-sonnet,5,145,1.0,49.42682407824215,1,6.50895873230298
S0471,T06,Task scheduler,java,P3,gpt-4o,1,210,1.0,49.97071971882551,0,4.4564357255378795
S0472,T06,Task scheduler,java,P3,gpt-4o,2,215,1.1521671366871573,50.79870996982429,0,6.233245403414945
S0473,T06,Task scheduler,java,P3,gpt-4o,3,219,1.1074474409442978,44.986902540558376,0,6.974829205742011
S0474,T06,Task scheduler,java,P3,gpt-4o,4,176,1.3750765092575172,46.811332311945925,1,5.889887453283297
S0475,T06,Task scheduler,java,P3,gpt-4o,5,227,1.4976767117408185,48.503345163625326,0,5.904011792348983
S0476,T06,Task scheduler,java,P3,claude-3.5-sonnet,1,188,1.65807814655357,46.95990802610855,0,5.239556175846587
S0477,T06,Task scheduler,java,P3,claude-3.5-sonnet,2,214,1.5440565508192616,52.45420446807731,1,6.897930816450166
S0478,T06,Task scheduler,java,P3,claude-3.5-sonnet,3,200,1.0,49.58001420798304,2,4.996070291128564
S0479,T06,Task scheduler,java,P3,claude-3.5-sonnet,4,241,2.295456664352182,47.67731511140181,2,4.692428339562464
S0480,T06,Task scheduler,java,P3,claude-3.5-sonnet,5,202,1.5484517616924691,49.36870199098905,0,6.064366698172066
S0521,T07,Caching system,java,P0,gpt-4o,1,40,2.194601753607494,61.474367495276475,10,0.4490477585063143
S0522,T07,Caching system,java,P0,gpt-4o,2,43,2.075069627894119,57.85077587038995,14,0.8949151977726464
S0523,T07,Caching system,java,P0,gpt-4o,3,54,4.193212746591991,59.585791213513495,14,0.20594772126730104
S0524,T07,Caching system,java,P0,gpt-4o,4,46,3.2334705103944366,59.73040201521972,14,1.4658417264413623
S0525,T07,Caching system,java,P0,gpt-4o,5,45,2.9167342175950157,57.362653021564576,12,0.08587324844933436
S0526,T07,Caching system,java,P0,claude-3.5-sonnet,1,48,3.3617527573627135,57.54840529879435,11,1.585385646771988
S0527,T07,Caching system,java,P0,claude-3.5-sonnet,2,38,2.469321794706474,59.4289538422155,10,0.497974421032905
S0528,T07,Caching system,java,P0,claude-3.5-sonnet,3,51,3.4106890819016042,54.90237125975371,14,0.42385243572418774
S0529,T07,Caching system,java,P0,claude-3.5-sonnet,4,49,3.753703883299768,63.67335983562301,12,0.40421697869750717
S0530,T07,Caching system,java,P0,claude-3.5-sonnet,5,55,2.477983071428569,57.768559445345545,14,0.6299004333032863
S0531,T07,Caching system,java,P1,gpt-4o,1,84,1.9778564279806445,56.31171804532363,27,2.6367116677303364
S0532,T07,Caching system,java,P1,gpt-4o,2,70,2.2528294531494155,52.035174121953986,26,1.1945355060601874
S0533,T07,Caching system,java,P1,gpt-4o,3,71,2.630993902241128,53.629804688112664,29,1.7277702943056479
S0535,T07,Caching system,java,P1,gpt-4o,5,86,2.1503611891122145,58.32691441208047,26,2.4583274272293774
S0536,T07,Caching system,java,P1,claude-3.5-sonnet,1,64,2.3818000585119616,56.09950718014694,25,1.1854059078839327
S0537,T07,Caching system,java,P1,claude-3.5-sonnet,2,83,2.8366278879796116,50.53809809530931,28,1.74774118693604
S0538,T07,Caching system,java,P1,claude-3.5-sonnet,3,71,1.7999818274324164,50.71829079339046,29,2.2400279682635054
S0539,T07,Caching system,java,P1,claude-3.5-sonnet,4,87,2.3839472377157267,44.96686641025281,28,2.3787627919085885
S0540,T07,Caching system,java,P1,claude-3.5-sonnet,5,84,1.9998117568274827,49.121171455673064,27,2.7568910457670306
S0541,T07,Caching system,java,P2,gpt-4o,1,143,1.66526543802628,45.85741976784401,0,4.782446604337507
S0542,T07,Caching system,java,P2,gpt-4o,2,142,1.5727831086193762,47.61201634363932,0,4.819034771426206
S0543,T07,Caching system,java,P2,gpt-4o,3,145,1.0,42.68881813386358,0,5.249207199300075
S0544,T07,Caching system,java,P2,gpt-4o,4,156,1.3566829103734328,44.884717011954415,0,5.995461793953174
S0545,T07,Caching system,java,P2,gpt-4o,5,167,1.1405790171072034,45.71834113271169,0,4.6542088474703975
S0546,T07,Caching system,java,P2,claude-3.5-sonnet,1,142,2.031081951492907,46.84534059940369,2,4.708083088484867
S0547,T07,Caching system,java,P2,claude-3.5-sonnet,2,159,1.509317284708302,50.76803390820073,1,5.376803529696557
S0548,T07,Caching system,java,P2,claude-3.5-sonnet,3,138,1.0,50.80859064374393,1,4.822135035401091
S0549,T07,Caching system,java,P2,claude-3.5-sonnet,4,149,1.1208221576979245,46.59019915831891,0,4.696481649882185
S0550,T07,Caching system,java,P2,claude-3.5-sonnet,5,148,1.0,48.579317591098565,0,5.973455235045825
S0551,T07,Caching system,java,P3,gpt-4o,1,211,1.0683798879407593,46.74479300468624,2,6.203269258609495
S0552,T07,Caching system,java,P3,gpt-4o,2,225,1.376766417837595,52.310754221847795,0,5.8991435999680535
S0553,T07,Caching system,java,P3,gpt-4o,3,205,1.4363167398418217,49.64512452117717,0,6.1934621649498505
S0554,T07,Caching system,java,P3,gpt-4o,4,204,1.853053712382517,46.801654444475695,1,6.078930336811955
S0555,T07,Caching system,java,P3,gpt-4o,5,210,1.6762402873907747,49.64514234209464,0,5.653321011246883
S0556,T07,Caching system,java,P3,claude-3.5-sonnet,1,224,1.1579946112421737,47.10596646129929,1,4.96276965104758
S0557,T07,Caching system,java,P3,claude-3.5-sonnet,2,193,2.3953875156953215,49.859959387864514,0,6.332897895738388
S0558,T07,Caching system,java,P3,claude-3.5-sonnet,3,238,1.124444296236725,51.932168990828686,0,6.817382129085329
S0559,T07,Caching system,java,P3,claude-3.5-sonnet,4,227,2.9330460448755957,49.57742249042341,1,6.340263968771024
S0560,T07,Caching system,java,P3,claude-3.5-sonnet,5,219,1.0,45.75513522889083,1,5.653041116827377
S0601,T08,Event bus,java,P0,gpt-4o,1,47,3.7021836240531254,61.25413188140219,12,1.147891236602177
S0602,T08,Event bus,java,P0,gpt-4o,2,38,2.923277030978559,62.77772771313471,13,1.1084135808043185
S0603,T08,Event bus,java,P0,gpt-4o,3,47,2.2431398831863,59.466653027194745,12,0.7765469839624239
S0604,T08,Event bus,java,P0,gpt-4o,4,48,3.11070482537171,65.1603949923508,13,1.2675701445892216
S0605,T08,Event bus,java,P0,gpt-4o,5,43,3.3664703899749164,61.91595703460709,11,1.3737930516671537
S0606,T08,Event bus,java,P0,claude-3.5-sonnet,1,53,3.7618963432265646,59.26302150118786,13,1.0988984859513449
S0607,T08,Event bus,java,P0,claude-3.5-sonnet,2,42,3.0501157822039575,58.73366791239258,9,1.1068275390999829
S0609,T08,Event bus,java,P0,claude-3.5-sonnet,4,44,3.430355079138832,57.322210119048606,10,1.2049903598283382
S0610,T08,Event bus,java,P0,claude-3.5-sonnet,5,51,3.095851340157775,60.69047342149454,10,1.4320448116166633
S0611,T08,Event bus,java,P1,gpt-4o,1,78,1.3906829433775683,58.35548057118541,26,1.965055766913348
S0612,T08,Event bus,java,P1,gpt-4o,2,78,2.532480275679939,57.81835306924303,28,2.2010540697077925
S0613,T08,Event bus,java,P1,gpt-4o,3,82,2.6063150342111436,54.50121995368111,27,1.806918793131807
S0614,T08,Event bus,java,P1,gpt-4o,4,76,2.640449015024597,48.54598307009257,28,2.861465214400464
S0615,T08,Event bus,java,P1,gpt-4o,5,81,2.6748211426490256,54.14189388524396,26,2.341548411008382
S0616,T08,Event bus,java,P1,claude-3.5-sonnet,1,74,2.317879799397506,48.151880628157784,25,1.834310396130386
S0617,T08,Event bus,java,P1,claude-3.5-sonnet,2,79,2.7631862576139823,53.36662455452594,28,2.5514828873566557
S0618,T08,Event bus,java,P1,claude-3.5-sonnet,3,79,2.362144854948215,51.05868036164173,27,2.60954058928384
S0619,T08,Event bus,java,P1,claude-3.5-sonnet,4,68,1.955041861381531,51.829404526146504,27,2.239728823909363
S0620,T08,Event bus,java,P1,claude-3.5-sonnet,5,68,2.080469036332095,59.13011353782115,26,2.952261702251808
S0621,T08,Event bus,java,P2,gpt-4o,1,140,1.4437913905815913,56.895450385255074,0,6.277630922792503
S0622,T08,Event bus,java,P2,gpt-4o,2,146,1.076843724470691,46.8056756473519,2,5.584404773007107
S0624,T08,Event bus,java,P2,gpt-4o,4,163,1.9266265051407767,39.812941494429076,0,5.188838838557504
S0625,T08,Event bus,java,P2,gpt-4o,5,157,1.650464180245207,47.675478985759625,0,4.200831193085981
S0626,T08,Event bus,java,P2,claude-3.5-sonnet,1,147,1.439955165375888,52.09207985383993,0,5.181667875571361
S0627,T08,Event bus,java,P2,claude-3.5-sonnet,2,150,1.3311181947062314,48.39712410466266,0,4.360161128660481
S0628,T08,Event bus,java,P2,claude-3.5-sonnet,3,126,2.0867109111636273,50.647676573417144,0,4.811727150876918
S0629,T08,Event bus,java,P2,claude-3.5-sonnet,4,166,2.0155072761218227,43.998616462823435,0,4.381603596282135
S0630,T08,Event bus,java,P2,claude-3.5-sonnet,5,167,1.9947644411956589,56.95814416525604,0,6.634689735177896
S0631,T08,Event bus,java,P3,gpt-4o,1,226,2.276814791983095,45.63753076090598,0,6.509301749918563
S0632,T08,Event bus,java,P3,gpt-4o,2,195,1.5588290755618845,49.184414417072006,0,5.875246622504546
S0633,T08,Event bus,java,P3,gpt-4o,3,225,1.6156373333983056,43.38086125005509,1,5.3359787368185065
S0634,T08,Event bus,java,P3,gpt-4o,4,220,1.511550457663917,45.71110613647786,0,5.531250575475641
S0635,T08,Event bus,java,P3,gpt-4o,5,191,1.0,48.38423288125322,0,5.290057485452165
S0636,T08,Event bus,java,P3,claude-3.5-sonnet,1,202,1.0,44.36369856859698,0,6.033036684386576
S0637,T08,Event bus,java,P3,claude-3.5-sonnet,2,211,1.4975322550272587,49.89262323843994,0,6.640374310223088
S0638,T08,Event bus,java,P3,claude-3.5-sonnet,3,206,1.9777424467570972,47.168321008550144,0,5.697527051260037
S0639,T08,Event bus,java,P3,claude-3.5-sonnet,4,198,1.0987662216410725,48.28367643730569,1,7.428553584009171
S0640,T08,Event bus,java,P3,claude-3.5-sonnet,5,207,2.011741048918881,56.14339731902086,0,6.10496603335283
S0681,T09,Data pipeline,java,P0,gpt-4o,1,49,2.4727073439220217,63.30990780907923,9,1.2292530894761282
S0682,T09,Data pipeline,java,P0,gpt-4o,2,49,3.1305270532394065,51.20687901060605,13,0.8442766665440171
S0683,T09,Data pipeline,java,P0,gpt-4o,3,47,2.4481916754782,54.437248215025164,10,1.5455981647872596
S0684,T09,Data pipeline,java,P0,gpt-4o,4,45,3.5264491266117477,59.81922065317828,12,1.2626453568790807
S0685,T09,Data pipeline,java,P0,gpt-4o,5,44,2.202638108917873,60.349484822110725,9,0.3604442240741554
S0686,T09,Data pipeline,java,P0,claude-3.5-sonnet,1,44,2.6982592616057564,54.22779588543984,9,1.727979885272126
S0687,T09,Data pipeline,java,P0,claude-3.5-sonnet,2,50,2.7929989581576984,56.89096460568884,9,1.4806865009654886
S0688,T09,Data pipeline,java,P0,claude-3.5-sonnet,3,47,2.5969835504955183,58.33246252645211,9,1.383184060908085
S0689,T09,Data pipeline,java,P0,claude-3.5-sonnet,4,45,2.9585686292377478,59.22161624374046,13,1.5268223380763128
S0690,T09,Data pipeline,java,P0,claude-3.5-sonnet,5,46,2.9342006362057336,57.55399008618799,10,1.2516513906020246
S0692,T09,Data pipeline,java,P1,gpt-4o,2,75,2.1904457075061066,51.27256040903393,28,2.952484148915627
S0693,T09,Data pipeline,java,P1,gpt-4o,3,84,1.6573218953946924,55.3774424597243,27,2.748957693546067
S0694,T09,Data pipeline,java,P1,gpt-4o,4,73,2.133906010082393,57.512665851216816,26,2.4203108388714267
S0695,T09,Data pipeline,java,P1,gpt-4o,5,86,3.241388853167967,50.134986419600374,25,2.666807121403976
S0696,T09,Data pipeline,java,P1,claude-3.5-sonnet,1,78,1.8149426907358184,47.50298850564049,28,2.098616274211505
S0697,T09,Data pipeline,java,P1,claude-3.5-sonnet,2,81,2.252457300281152,44.78888918581765,28,2.2976394677397045
S0698,T09,Data pipeline,java,P1,claude-3.5-sonnet,3,80,2.2664694140207953,54.699639710364345,25,2.2805777654391015
S0699,T09,Data pipeline,java,P1,claude-3.5-sonnet,4,76,2.074399704992679,50.61007450272103,27,2.647124399897695
S0700,T09,Data pipeline,java,P1,claude-3.5-sonnet,5,77,2.4951355733692995,47.05493721623219,26,2.817680243596961
S0701,T09,Data pipeline,java,P2,gpt-4o,1,141,1.4352749286786797,55.559311392810756,1,5.068550170677536
S0702,T09,Data pipeline,java,P2,gpt-4o,2,150,1.5515975776801536,47.09535872375488,2,5.481378355815647
S0703,T09,Data pipeline,java,P2,gpt-4o,3,156,1.0,49.905475220661636,2,4.2797435319084745
S0705,T09,Data pipeline,java,P2,gpt-4o,5,130,1.5132086894798777,47.22643760168211,0,5.898644141816092
S0706,T09,Data pipeline,java,P2,claude-3.5-sonnet,1,139,1.807337363442579,50.0181493863039,0,5.146910296455355
S0707,T09,Data pipeline,java,P2,claude-3.5-sonnet,2,161,1.0,43.128633599699704,0,5.723612718513726
S0708,T09,Data pipeline,java,P2,claude-3.5-sonnet,3,175,1.6552154949130846,46.690695695735144,1,4.938984986759929
S0709,T09,Data pipeline,java,P2,claude-3.5-sonnet,4,135,2.1680648950525514,49.15988850964512,2,6.1147576712951635
S0710,T09,Data pipeline,java,P2,claude-3.5-sonnet,5,126,1.307209995811458,45.74569765793617,1,4.421149656802531
S0711,T09,Data pipeline,java,P3,gpt-4o,1,206,2.9016400589199174,42.77597858328159,1,6.253556640687314
S0712,T09,Data pipeline,java,P3,gpt-4o,2,195,1.8362548167147694,49.443128270300036,2,5.962505731827916
S0713,T09,Data pipeline,java,P3,gpt-4o,3,228,1.0,46.77913259339608,2,5.378477082457009
S0714,T09,Data pipeline,java,P3,gpt-4o,4,225,1.7303526669848701,53.191656417810506,0,6.651243765183337
S0715,T09,Data pipeline,java,P3,gpt-4o,5,222,1.0,39.488919039222765,0,5.8106666967392755
S0716,T09,Data pipeline,java,P3,claude-3.5-sonnet,1,195,2.044892275533141,47.38464549600015,0,5.250764936133884
S0717,T09,Data pipeline,java,P3,claude-3.5-sonnet,2,235,1.0,49.79918074099909,0,5.234981098432023
S0718,T09,Data pipeline,java,P3,claude-3.5-sonnet,3,204,1.240187160462369,41.29216542595799,0,5.303840960489257
S0719,T09,Data pipeline,java,P3,claude-3.5-sonnet,4,233,1.0,46.421215580778956,0,5.382666044992143
S0720,T09,Data pipeline,java,P3,claude-3.5-sonnet,5,232,1.0,49.24532247075064,0,4.734607327212983
S0761,T10,RBAC system,java,P0,gpt-4o,1,42,4.195000747532099,59.55667156174013,11,0.0
S0762,T10,RBAC system,java,P0,gpt-4o,2,43,1.8919835954978033,57.00048602081709,12,0.8258556686878955
S0763,T10,RBAC system,java,P0,gpt-4o,3,50,3.5495512842214536,58.49330944450124,9,0.0
S0764,T10,RBAC system,java,P0,gpt-4o,4,44,3.7972497214460894,58.56908524167676,10,0.1557454130087526
S0765,T10,RBAC system,java,P0,gpt-4o,5,47,4.38699848861862,66.5928006872132,11,0.5242445309446555
S0766,T10,RBAC system,java,P0,claude-3.5-sonnet,1,46,3.347130861654395,60.784148593607725,9,1.8678827001069267
S0767,T10,RBAC system,java,P0,claude-3.5-sonnet,2,43,3.1674245087901274,55.05334968129837,11,0.9906652496298115
S0768,T10,RBAC system,java,P0,claude-3.5-sonnet,3,50,3.309982895647309,57.057585871567255,11,1.4335438075159228
S0769,T10,RBAC system,java,P0,claude-3.5-sonnet,4,46,3.2046108459627227,56.26935641346423,9,1.6402340309401513
S0770,T10,RBAC system,java,P0,claude-3.5-sonnet,5,41,4.206126176231834,58.56879881972492,10,0.8922497650539631
S0771,T10,RBAC system,java,P1,gpt-4o,1,83,2.4480531132078727,53.640081240321734,29,3.0743483759344903
S0772,T10,RBAC system,java,P1,gpt-4o,2,77,2.514651203619853,58.767973819221986,25,1.9663427657915806
S0773,T10,RBAC system,java,P1,gpt-4o,3,73,2.483505466197803,53.38697388582767,27,2.386812960101638
S0774,T10,RBAC system,java,P1,gpt-4o,4,80,1.943038418089031,59.86185891760939,25,2.4541393893745833
S0775,T10,RBAC system,java,P1,gpt-4o,5,82,3.25501968816837,53.24831397652965,28,2.4113863358208802
S0776,T10,RBAC system,java,P1,claude-3.5-sonnet,1,82,1.7496111139274881,50.36748205388271,27,0.706487492942061
S0777,T10,RBAC system,java,P1,claude-3.5-sonnet,2,85,2.1778432540591455,47.43734856861889,29,1.6781513876222054
S0778,T10,RBAC system,java,P1,claude-3.5-sonnet,3,83,1.9150493331709337,55.075224818610714,29,1.781647995003993
S0779,T10,RBAC system,java,P1,claude-3.5-sonnet,4,74,1.675076383664107,47.31947660407151,26,1.1630938161283655
S0780,T10,RBAC system,java,P1,claude-3.5-sonnet,5,80,2.353518265837468,48.77011998505749,29,2.010172649350391
S0781,T10,RBAC system,java,P2,gpt-4o,1,172,1.0,44.732854627790914,0,5.5651719810769125
S0782,T10,RBAC system,java,P2,gpt-4o,2,128,1.564220970870228,46.70124579067048,2,5.947934244808087
S0783,T10,RBAC system,java,P2,gpt-4o,3,145,1.2114619849477888,43.84188922169712,0,4.690515881051549
S0784,T10,RBAC system,java,P2,gpt-4o,4,138,1.0525314350018544,48.26585694294615,1,6.520098990093991
S0785,T10,RBAC system,java,P2,gpt-4o,5,158,1.0130473359088186,44.75533563264294,0,6.438439675284478
S0786,T10,RBAC system,java,P2,claude-3.5-sonnet,1,154,1.0,44.733528582641235,0,3.6401056198959973
S0787,T10,RBAC system,java,P2,claude-3.5-sonnet,2,144,2.083920113700029,48.379186548153505,0,5.712287442621613
S0788,T10,RBAC system,java,P2,claude-3.5-sonnet,3,155,2.2046708751090094,47.640643746470644,2,3.49767264154557
S0789,T10,RBAC system,java,P2,claude-3.5-sonnet,4,145,1.8511825035166263,47.30311353716993,0,4.3213491275764975
S0790,T10,RBAC system,java,P2,claude-3.5-sonnet,5,156,1.0635977610444873,47.98939046055266,0,5.741678570804376
S0791,T10,RBAC system,java,P3,gpt-4o,1,215,1.0,48.93578722665683,2,5.52968737910028
S0792,T10,RBAC system,java,P3,gpt-4o,2,224,1.1607260502285919,51.19305205499331,0,6.932860885412728
S0793,T10,RBAC system,java,P3,gpt-4o,3,199,1.494979036860623,45.299980397620864,0,6.848386678163063
S0794,T10,RBAC system,java,P3,gpt-4o,4,175,1.2166537200345604,49.5772082033964,2,6.334531279995601
S0795,T10,RBAC system,java,P3,gpt-4o,5,206,2.2041088929498365,49.094044917122176,1,5.688326428514754
S0796,T10,RBAC system,java,P3,claude-3.5-sonnet,1,195,1.3893862588576558,50.47099509212604,2,5.630713374430962
S0797,T10,RBAC system,java,P3,claude-3.5-sonnet,2,183,1.2467439693668352,51.73030010738417,0,6.597789207420385
S0798,T10,RBAC system,java,P3,claude-3.5-sonnet,3,250,1.8826061223899058,46.49542836953861,0,6.062080301849995
S0799,T10,RBAC system,java,P3,claude-3.5-sonnet,4,194,1.2597995862384601,46.15634589157479,1,6.622949848085798
S0800,T10,RBAC system,java,P3,claude-3.5-sonnet,5,202,1.0,48.18492893918241,0,7.715829713091757
